>>> begin
X   :(obs_rew3,obs_state2,time_state15)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state16)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state17)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state18)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state19)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state20)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state21)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state22)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state23)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state24)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state25)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state26)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state27)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state28)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state29)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state30)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state30)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state30)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state30)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state30)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state30)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state30)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state30)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state30)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state30)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state30)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state30)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state30)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state30)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state30)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state30)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state30)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state30)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state30)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state30)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state30)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state30)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state30)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state30)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state30)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state30)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state30)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state30)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state30)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state30)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state30)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state30)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state30)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state30)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state30)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state30)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state30)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state30)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state30)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state30)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state30)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state30)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state30)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state30)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state30)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state30)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state30)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state30)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state30)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state30)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state30)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state30)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state30)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state30)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state30)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state30)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state30)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state30)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state30)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state30)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state30)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state30)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state30)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state30)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state30)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state30)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state30)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state30)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state30)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state30)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
X   :(obs_rew3,obs_state2,time_state30)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
A   :(action2)
R   :1
terminated
X   :(obs_rew3,obs_state2,time_state30)
Y   :(model1,model_rew1)
O   :(o)
ML Y:(model1,model_rew1)
----- time: 0.017
